Name,Overall,Potential,InternationalReputation,Skill,WorkRate,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Stamina,Strength,LongShots,Aggression,Interceptions,Penalties,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Position
B. Sankoh,70,70,1,3,99,49,71,72,56,58,67,51,52,60,66,74,57,68,72,81,62,48,15,72,16,13,6,10,16,14,14,1
T. Lam,70,70,1,2,99,49,23,61,50,23,22,31,47,52,55,51,65,45,68,73,24,75,77,48,75,70,15,12,13,18,16,3
M. Wanitzek,70,70,1,2,99,55,51,69,71,46,64,44,72,61,64,63,51,55,72,80,53,55,72,75,66,71,11,9,7,7,12,2
G. Baldock,70,70,1,2,99,45,69,71,55,69,59,55,35,70,66,73,71,75,82,92,50,43,15,73,14,11,5,14,11,5,10,1
A. Czerwi?ski,70,70,1,3,99,70,68,53,72,65,70,69,70,68,69,72,75,73,76,73,66,74,58,61,62,50,15,7,9,12,9,2
E. Fryers,70,70,1,2,99,44,52,76,61,31,41,45,71,52,65,60,59,62,56,77,54,63,67,61,73,67,13,10,7,8,10,3
V. Berisha,70,70,1,3,99,74,66,59,66,61,66,60,62,64,74,76,78,72,85,64,63,64,67,65,69,67,13,15,9,16,14,3
K. Løkberg,70,70,1,3,99,64,53,55,72,48,69,78,68,70,70,47,72,74,81,74,71,84,63,55,61,59,11,11,9,12,13,2
João Pedro,70,70,1,2,99,43,73,69,56,70,58,45,44,63,71,76,63,76,79,80,68,57,39,69,21,18,6,6,14,10,8,1
J. Steele,70,70,1,2,99,48,70,79,59,68,59,38,41,71,40,54,51,80,53,90,68,48,32,63,37,31,7,7,12,15,11,1
L. Acevedo,70,70,2,3,66,64,30,63,69,35,67,69,67,71,75,67,70,46,74,65,47,66,66,44,70,74,15,16,14,16,6,3
M. Rutten,70,70,2,3,66,66,55,67,69,68,70,66,66,68,69,55,71,73,78,68,78,82,74,56,74,76,4,4,4,4,4,2
Moon Chang Jin,70,70,1,2,66,59,42,66,61,38,48,21,55,61,76,77,75,71,76,69,57,70,70,38,75,74,7,9,12,8,14,3
T. Tzandaris,70,70,1,3,66,64,45,61,70,49,67,36,66,67,66,68,72,62,78,71,36,76,71,34,69,72,14,12,13,11,12,2
A. Sedlar,70,70,1,3,66,71,67,57,68,70,67,72,63,68,64,57,67,78,88,76,69,80,49,67,54,38,10,11,14,9,10,2
G. Edwards,70,70,1,2,66,30,16,73,57,18,35,27,53,49,39,43,43,50,66,84,25,76,66,32,70,68,15,9,9,16,6,3
C. Wyke,70,70,1,3,99,54,57,45,74,44,72,69,71,72,78,80,81,70,76,62,56,67,64,63,67,61,10,15,10,9,11,2
B. Godeau,70,70,1,3,99,56,67,48,75,72,72,45,63,70,68,59,72,62,63,58,53,59,30,54,23,27,9,13,10,7,13,2
Nacho,70,70,1,3,99,55,72,62,66,72,71,61,52,70,76,75,71,70,69,65,65,63,20,64,37,33,13,14,15,16,11,1
Z. Ismail,70,70,1,2,99,73,39,59,70,34,72,57,63,70,78,78,76,53,66,66,27,57,61,33,71,71,11,14,9,9,6,3
A. Martinelli,69,70,1,3,99,66,56,46,74,66,73,68,70,72,61,55,62,76,69,68,75,49,34,70,49,52,8,15,12,12,13,2
C. Monschein,70,70,2,2,99,65,56,67,64,54,62,70,65,65,73,72,60,76,75,74,55,77,66,48,75,76,15,12,11,12,7,3
T. Hoban,70,70,1,2,99,73,61,70,61,53,65,55,60,70,63,64,58,69,76,73,66,57,68,50,72,70,13,7,7,12,7,3
G. Tello,70,70,2,3,99,82,67,70,73,76,70,85,71,72,48,34,50,87,51,78,78,88,58,80,59,54,8,7,9,6,6,2
C. Songkrasin,70,70,1,3,99,60,71,75,65,66,66,61,62,71,54,50,66,69,62,73,74,43,29,58,32,30,6,12,14,16,10,1
K. Pusch,70,70,1,1,99,10,17,16,14,13,25,15,12,28,30,26,39,21,29,69,15,19,17,29,15,13,75,67,56,68,73,4
M. Hamdaoui,70,70,1,3,99,49,70,70,65,71,63,70,53,69,62,66,58,75,64,84,66,78,33,73,13,14,8,6,15,11,6,1
F. Tardieu,70,70,1,2,99,50,74,65,54,62,59,47,37,64,68,73,65,73,71,89,59,70,42,67,22,16,12,8,9,8,12,1
T. Bingöl,70,70,1,3,99,62,70,61,71,69,71,62,71,70,72,77,74,79,75,77,69,72,68,69,67,57,14,6,15,15,12,2
E. Suagher,70,70,1,3,99,52,57,61,71,63,72,54,68,70,62,63,60,75,71,75,71,78,66,42,68,66,8,6,5,15,6,2
L. Slagveer,70,70,1,3,99,68,42,58,65,56,72,62,64,68,70,76,74,74,80,71,46,76,66,60,73,64,15,7,10,13,10,3
F. Lewis,70,70,1,3,99,73,43,60,68,43,67,68,66,69,71,69,71,60,59,63,52,71,67,49,69,71,8,8,14,16,10,3
J. Jeggo,69,70,1,3,99,64,66,43,64,64,73,62,56,72,80,78,73,70,72,65,65,32,26,54,36,32,6,15,8,11,8,2
F. Valot,70,70,2,3,99,61,52,57,74,51,69,57,71,73,66,68,72,72,68,65,58,71,66,46,68,64,15,6,7,12,7,2
E. Brítez,70,70,1,3,99,63,69,66,64,75,71,64,55,70,86,85,91,73,61,60,66,29,35,55,12,14,12,9,6,12,11,1
N. Palacios,69,70,1,3,99,43,71,67,59,70,64,68,45,66,67,69,68,74,64,74,65,67,25,67,25,20,8,11,12,12,8,1
V. Rodi?,70,70,1,3,99,69,52,48,68,59,73,51,58,70,77,90,91,62,63,59,56,48,40,52,36,40,14,12,16,10,9,2
F. N'Goma,70,70,1,3,99,58,57,51,70,49,68,68,69,72,62,54,72,59,80,70,61,59,74,70,60,59,12,9,6,16,10,2
H. Mojica,70,70,1,3,99,69,58,55,70,40,67,66,67,68,72,79,82,49,88,68,58,46,66,32,59,65,12,8,7,16,7,2
O. Bogle,69,70,1,3,99,29,73,77,66,62,64,60,54,65,68,59,60,67,70,75,53,70,17,68,16,21,8,7,13,12,11,1
D. Bakker,70,70,1,3,99,59,68,67,66,70,69,68,51,69,76,76,81,73,70,62,68,65,34,65,23,21,13,13,16,12,9,1
Lucas,70,70,1,3,99,69,18,52,69,17,67,45,58,72,72,69,68,16,70,62,22,72,68,51,68,73,16,6,16,9,13,3
T. Thompson,70,70,1,3,99,63,69,51,63,50,73,52,65,70,81,80,80,70,68,73,69,62,36,59,24,20,12,11,10,11,10,2
Reinildo,70,70,1,3,99,78,60,50,71,62,72,81,66,75,70,68,71,75,81,72,71,53,42,76,45,37,14,13,13,13,12,2
K. Vassell,70,70,1,3,99,63,70,61,63,63,69,66,55,68,74,76,70,73,72,78,61,72,27,67,42,32,16,6,16,7,10,1
Manu García,70,70,1,3,99,69,50,66,64,50,60,59,66,65,73,73,71,61,77,69,57,72,70,55,69,69,9,12,13,16,8,3
D. Adorni,69,70,1,3,99,39,68,65,63,51,67,54,41,72,66,72,60,73,53,77,64,58,39,63,37,24,9,15,9,11,7,1
V. Rankovi?,70,70,1,2,66,68,40,71,65,38,68,54,60,70,69,66,62,75,75,75,69,70,66,48,71,66,16,12,10,11,12,3
A. Al Obaid,70,70,1,2,66,49,44,70,63,36,54,45,60,55,57,64,53,72,71,75,61,80,65,47,67,70,14,9,10,10,14,3
Sun Jie,70,70,1,2,66,60,33,67,66,27,60,39,61,64,31,43,54,45,67,81,38,64,70,49,77,70,6,7,6,13,8,3
Son Jeong Hyeon,70,70,1,2,66,53,43,70,59,48,62,44,57,56,48,50,57,47,30,80,44,70,62,45,72,67,11,8,11,11,14,3
J. Hardeveld,70,70,1,3,99,68,66,43,66,48,78,72,67,69,76,75,76,70,67,33,71,43,36,49,44,37,7,10,7,13,8,2
J. Kliment,70,70,1,2,99,57,61,41,73,52,59,72,69,71,68,70,75,72,74,68,71,68,63,68,69,70,16,16,10,6,8,2
M. Ricci,70,70,1,3,99,75,45,25,70,56,75,72,66,75,74,69,81,70,69,57,61,56,44,61,53,52,8,8,6,15,10,2
F. Bambock,70,70,1,2,99,57,32,58,59,50,48,44,55,62,80,76,79,69,83,78,37,85,62,36,72,75,12,11,9,9,10,3
A. Grant,70,70,1,3,99,70,61,47,70,49,71,81,68,74,76,75,77,78,74,66,65,56,58,70,64,56,7,15,12,14,14,2
M. Massop,70,70,1,3,99,79,64,65,69,61,71,81,67,67,71,67,69,81,50,66,73,71,65,71,65,62,12,11,10,16,7,2
L. Cabrera,69,70,1,3,99,62,66,36,66,57,68,60,63,66,84,82,77,71,68,63,68,66,58,62,46,40,11,8,14,11,12,2
C. Carrillo,70,70,1,3,99,65,65,71,62,47,67,37,57,69,80,77,64,71,71,91,53,64,39,56,22,14,16,14,11,16,16,1
R. Rebolledo,70,70,2,3,99,69,61,58,70,64,68,66,66,69,73,69,75,65,73,52,61,52,51,63,48,41,6,7,7,8,7,2
D. Widgren,70,70,1,3,99,71,57,62,75,58,65,70,71,70,69,62,70,67,72,71,70,68,63,61,57,56,14,6,9,11,11,2
C. Depres,70,70,1,2,99,55,48,58,71,37,64,42,67,69,40,37,62,65,89,67,62,67,74,57,71,64,9,11,9,10,12,2
F. Perucchini,70,70,2,3,66,70,60,68,73,59,69,68,70,74,51,52,66,68,63,70,65,70,66,57,66,64,10,9,15,12,12,2
S. Jakubiak,70,70,1,3,99,64,57,47,68,53,76,60,60,73,78,79,89,66,70,36,54,25,37,63,40,32,13,11,10,9,13,2
Jajá,70,70,1,3,99,72,43,52,63,60,65,73,66,66,82,77,80,76,77,68,68,83,66,66,68,69,7,7,9,13,14,3
Lee Myung Jae,70,70,1,3,99,64,33,50,62,36,68,53,56,64,85,81,84,54,77,46,34,62,72,42,70,66,12,13,9,11,16,3
He Guan,70,70,1,3,99,70,66,55,71,53,71,51,69,70,70,50,73,63,78,72,68,56,58,49,49,41,7,15,15,16,8,2
M. Jansen,70,70,1,3,99,68,73,54,72,68,72,68,67,74,80,77,83,69,77,51,66,45,44,71,52,48,7,12,14,10,14,2
Sim Sang Min,70,70,1,4,99,73,57,56,68,53,74,69,60,72,83,82,78,73,71,53,64,71,65,68,68,64,15,15,11,9,15,3
K. Mayi,70,70,1,3,99,65,62,53,67,52,70,54,46,71,91,91,90,60,78,52,56,51,27,60,17,20,7,8,12,12,14,2
R. Teibert,70,70,1,3,99,68,68,74,67,71,66,58,69,70,55,54,59,87,79,80,73,90,73,72,70,67,11,6,7,15,11,2
Z. Al Sahafi,70,70,1,3,99,70,35,54,63,38,71,43,57,69,79,83,76,54,81,58,48,59,62,55,66,67,9,9,8,10,11,3
M. Pearson,70,70,1,2,99,71,30,64,70,23,57,49,59,70,61,69,68,56,63,63,21,67,72,46,71,72,14,6,6,9,9,3
L. Madrigal,70,70,1,3,99,58,63,70,71,36,64,47,67,69,51,57,64,69,78,70,62,82,71,45,73,71,15,8,11,14,14,2
M. Heylen,70,70,1,3,99,66,36,57,67,35,66,57,63,68,73,74,67,56,76,65,48,71,68,46,66,69,12,12,15,13,14,3
G. Gallon,70,70,1,3,99,56,68,58,54,75,66,59,46,76,81,78,92,78,62,72,59,74,26,60,15,11,9,15,6,8,9,1
G. Notsuda,70,70,1,2,99,77,51,65,67,54,67,41,61,62,71,73,72,53,65,64,52,57,66,62,71,71,12,8,13,7,9,3
N. Saint-Ruf,70,70,1,3,99,51,67,69,62,69,66,40,57,67,68,76,80,70,70,73,64,55,18,62,20,21,14,14,7,15,12,1
P. Carlgren,70,70,1,2,99,69,61,61,65,58,54,54,63,73,67,69,71,72,83,74,52,74,70,52,65,61,14,10,10,7,8,2
P. Kurzweg,70,70,1,3,99,71,62,66,67,51,65,73,62,63,68,75,53,64,67,72,63,64,70,30,68,71,9,12,14,13,8,3
E. Ómarsson,70,70,1,2,99,65,52,74,72,40,55,53,78,69,66,71,56,72,65,70,59,62,67,43,63,67,11,11,12,12,19,2
M. Wostry,70,70,1,3,99,63,73,51,64,63,68,66,53,67,90,81,77,74,77,63,64,68,20,56,25,22,11,11,11,7,11,1
Milton Raphael,70,70,2,2,99,74,59,60,67,73,61,74,72,72,52,50,62,87,76,74,77,85,66,81,70,66,12,9,9,16,14,2
Jordi Quintillà,70,70,1,2,99,38,44,68,66,52,51,55,56,59,76,68,71,61,64,74,46,67,76,49,66,66,7,7,7,9,12,3
Isaac Carcelén,70,70,1,3,99,68,71,69,68,56,69,61,63,68,72,74,70,72,61,79,67,68,29,69,33,19,13,10,6,15,14,1
R. Mulumba,70,70,1,2,99,35,37,77,48,43,36,33,53,68,48,44,38,57,52,83,42,66,74,51,68,73,8,9,11,11,10,3
J. Bandowski,70,70,1,3,66,61,73,49,75,51,69,81,69,74,61,67,59,80,80,62,71,59,68,68,59,46,7,6,14,8,11,2
R. van der Meer,70,70,1,3,66,72,52,64,66,56,73,61,66,64,78,75,63,58,79,76,58,62,67,51,67,63,8,16,9,12,12,3
R. Klaasen,70,70,1,3,99,63,62,42,74,75,67,71,64,73,57,51,70,62,45,55,63,60,54,66,45,48,16,9,10,11,14,2
F. Vanzo,70,70,1,3,99,73,33,57,66,39,69,71,68,68,78,76,70,70,69,73,56,74,66,33,70,71,6,11,11,13,9,3
Z. Clark,70,70,1,2,99,64,54,59,75,43,60,75,76,69,53,55,70,60,63,73,64,72,69,57,71,60,12,12,13,14,12,2
S. Stevens,70,70,1,3,99,64,71,47,66,59,72,60,52,70,82,82,78,77,77,61,65,52,36,68,32,31,11,15,12,5,9,2
A. Öztürk,70,70,1,3,99,65,66,58,69,61,74,75,65,72,78,74,79,68,74,72,65,79,41,71,39,33,14,7,8,12,10,2
E. Barli,70,70,1,3,99,67,50,50,74,47,65,70,70,71,67,67,73,75,77,72,69,68,69,58,60,60,11,14,6,16,16,2
M. Fornasier,70,70,1,2,99,52,37,67,66,32,39,53,56,64,54,59,63,52,67,78,33,79,71,46,74,72,8,14,6,13,12,3
L. Woudenberg,70,70,2,2,99,55,71,77,62,70,62,36,60,73,54,55,68,76,52,77,63,56,36,73,22,14,13,10,13,16,9,1
A. Deja,70,70,1,3,99,49,76,64,58,69,71,68,41,67,61,66,59,70,53,75,58,38,29,70,18,15,11,9,16,14,15,1
F. Rherras,70,70,1,3,99,66,66,59,73,73,66,69,72,68,66,67,72,71,70,73,71,50,61,65,68,49,16,11,11,10,16,2
Gu Sung Yun,70,70,1,2,99,56,21,75,55,24,56,47,47,59,71,72,63,77,65,85,55,83,63,34,61,65,8,8,9,14,10,3
H. Toffolo,70,70,1,4,99,69,62,64,73,63,77,44,64,76,58,56,73,52,53,55,67,44,31,59,44,48,11,8,7,9,15,2
P. Jaroszy?ski,70,70,1,2,99,29,70,74,61,56,57,29,37,61,74,67,32,76,64,92,59,69,29,63,18,21,16,15,8,8,11,1
J. Haugaard,70,70,1,4,99,69,59,58,67,67,77,77,63,75,68,75,85,70,69,34,71,59,22,65,30,32,10,11,7,11,6,2
Óscar Whalley,70,70,1,3,99,67,64,58,67,67,70,71,69,68,84,75,83,77,85,71,73,68,66,66,58,55,15,14,15,6,12,2
E. Ataseven,70,70,2,3,66,41,75,73,58,66,65,44,30,69,52,68,59,70,71,76,64,55,24,65,35,27,11,14,8,16,15,1
J. Husband,70,70,1,4,99,69,61,46,73,59,71,69,67,69,71,70,80,69,71,53,67,50,43,61,34,42,15,13,11,12,15,2
M. Devlin,70,70,1,3,99,67,58,50,72,51,72,66,68,72,69,69,71,58,74,42,58,45,24,54,51,55,8,11,9,8,10,2
G. Wegkamp,70,70,1,4,99,62,71,59,67,61,76,67,63,74,78,74,88,66,70,63,68,56,16,59,22,15,13,10,8,12,10,2
M. Ferrier,70,70,1,3,99,68,68,59,68,75,74,58,60,70,76,77,78,75,60,59,71,49,16,62,19,14,14,14,14,11,14,2
Y. M'Bone,70,70,2,3,99,70,69,56,70,63,73,70,63,75,71,68,75,72,70,69,69,51,51,52,54,47,7,15,14,9,6,2
Salva Ruíz,70,70,1,3,99,70,61,54,62,52,73,66,60,70,83,84,74,66,71,69,65,66,60,64,40,38,11,12,10,16,13,2
B. Potts,70,70,1,2,99,72,38,55,68,38,62,67,64,64,75,79,67,56,74,69,41,65,70,48,68,70,6,9,10,6,7,3
J. Steer,70,70,2,3,99,68,70,72,66,63,66,55,63,73,69,74,73,68,85,76,71,71,64,50,63,51,13,6,9,12,10,2
J. McCarthy,70,70,1,3,99,69,70,64,69,63,71,68,64,68,79,84,72,69,65,65,65,43,25,65,28,29,6,14,12,6,9,2
J. Arias,70,70,1,3,99,62,60,58,61,56,71,61,57,69,85,92,73,83,88,65,61,71,24,65,40,37,10,16,11,11,8,2
J. Clarke-Harris,70,70,1,3,99,60,75,66,64,61,69,49,62,66,70,66,75,72,73,75,64,47,26,71,19,16,7,16,9,8,15,1
G. Cros,70,70,1,2,99,30,74,78,38,55,52,36,23,62,64,72,49,76,52,92,68,62,25,55,19,17,15,9,16,14,7,1
Y. Marillat,70,70,1,3,99,75,52,57,64,58,67,57,70,68,75,71,77,57,65,58,48,68,68,57,71,68,8,10,9,7,14,3
P. Drewes,70,70,1,2,66,59,36,66,58,35,48,36,64,54,69,69,66,52,76,74,49,64,72,40,74,72,5,14,5,7,7,3
M. Kleinsorge,70,70,1,4,99,77,61,56,71,51,75,55,72,77,87,77,83,54,56,58,62,37,26,71,25,26,9,9,11,12,11,2
M. Amini,70,70,1,3,99,71,61,61,67,72,77,45,56,71,71,72,83,71,62,61,67,45,34,66,24,23,10,12,7,10,7,2
A. Duarte,70,70,1,3,99,63,55,69,71,46,66,57,70,70,56,67,63,68,84,68,67,86,69,56,70,66,14,8,14,10,10,2
N. Mbemba,70,70,1,3,99,65,76,66,63,57,70,59,38,71,81,79,83,71,82,63,65,50,49,68,24,28,7,9,10,8,14,2
T. Al Absi,70,70,1,3,99,67,65,34,66,50,75,62,57,69,86,81,84,64,71,67,70,51,37,50,34,27,14,13,9,14,10,2
F. Fydriszewski,70,70,1,3,99,74,66,64,72,69,67,69,70,67,71,69,76,71,72,65,71,71,57,72,51,53,14,14,8,10,14,2
S. O'Neill,70,70,1,3,99,64,56,55,73,63,66,70,68,75,62,65,68,66,69,63,59,47,42,72,44,38,9,8,16,9,14,2
N. Oroz,70,70,1,3,99,48,56,60,71,63,65,46,74,73,67,74,78,72,67,67,49,74,40,49,43,40,13,8,8,9,12,2
R. Yamanaka,70,70,2,3,99,63,64,32,69,52,75,58,60,73,84,79,85,73,62,47,71,69,35,70,45,48,12,11,14,8,16,2
T. Fountas,70,70,1,3,66,63,66,58,68,64,71,66,59,70,81,84,81,78,77,68,68,48,22,60,31,22,16,6,12,14,9,2
S. Ibeagha,70,70,1,5,99,66,62,47,64,58,74,67,53,71,90,82,90,65,69,57,62,44,25,55,35,33,8,11,7,7,15,2
A. Pavlovi?,70,70,1,3,99,63,69,67,70,66,72,68,67,73,66,68,74,67,76,68,64,57,25,78,27,19,15,7,10,10,9,1
W. Marinus,70,70,1,3,99,58,66,72,52,60,72,68,50,71,61,66,65,68,54,71,67,41,31,57,31,31,9,7,9,13,10,1
I. Koneh,70,70,1,4,99,69,54,51,73,67,75,70,58,70,69,65,79,63,66,59,59,60,43,59,32,28,10,14,8,12,14,2
V. Jacob,70,70,1,3,99,42,72,70,64,68,68,43,50,72,55,68,58,72,52,84,54,70,25,56,34,20,11,8,9,15,12,1
L. O'Nien,70,70,1,3,99,70,60,42,67,64,68,64,65,67,78,78,73,72,80,67,74,62,55,64,65,64,8,13,8,10,8,2
C. Starfelt,70,70,1,3,99,50,51,69,73,41,68,60,68,72,81,73,77,69,83,86,64,70,68,65,65,62,7,10,13,6,11,2
K. Hashimoto,70,70,1,3,99,52,63,61,73,69,67,55,69,70,62,76,57,77,73,85,67,73,65,54,62,61,7,11,16,15,6,2
A. Tshibola,70,70,1,3,99,51,69,80,56,63,63,53,49,70,56,66,55,74,69,84,59,61,33,76,32,26,12,9,6,10,16,1
C. Martinez,70,70,1,3,99,43,71,67,58,65,64,56,46,67,69,74,69,68,75,79,60,70,21,71,23,29,7,13,15,8,15,1
G. Carpani,70,70,1,3,99,60,68,53,70,65,71,65,64,71,62,61,72,76,54,66,71,76,46,70,36,33,9,12,13,12,11,2
Carlos Nieto,70,70,1,3,99,66,56,46,73,70,69,73,70,72,68,65,69,71,68,72,68,64,64,75,66,57,13,9,10,6,9,2
J. Espericueta,70,70,1,3,99,65,63,64,69,65,69,68,66,71,64,73,67,84,85,76,71,74,63,58,68,62,8,12,9,7,8,2
I. Paro,70,70,2,2,99,46,71,75,61,66,61,51,58,63,51,64,56,72,51,76,64,63,40,69,42,30,6,16,10,14,12,1
Noblejas,70,70,1,3,66,70,55,57,67,56,68,64,64,70,75,77,74,66,81,75,60,60,59,51,57,53,14,12,10,10,10,2
L. Jäger,70,70,1,3,99,42,71,74,57,63,64,60,30,67,77,77,79,70,79,64,66,53,20,64,21,14,13,10,10,7,12,1
Park Yi-Young,70,70,1,3,99,67,58,56,74,58,70,74,73,69,66,51,72,76,71,65,74,62,68,54,69,63,7,15,13,8,9,2
A. Fukumori,70,70,1,3,99,53,68,78,61,63,65,50,54,68,65,73,73,70,64,72,62,67,30,63,21,20,8,13,16,10,13,1
D. Baumann,70,70,1,3,99,68,59,48,72,67,73,65,66,71,51,55,63,54,47,46,65,63,48,71,47,44,11,10,10,12,14,2
A. Cairns,70,70,1,3,99,59,69,74,67,69,68,58,62,68,68,66,69,72,66,77,66,75,28,73,31,30,12,9,9,9,7,1
N. Lavanchy,70,70,1,3,99,44,71,76,67,73,65,40,46,67,60,61,58,73,67,75,59,72,24,70,29,26,10,10,13,11,13,1
S. Lundholm,70,70,1,2,99,57,70,68,63,63,61,57,44,70,73,76,67,68,66,78,64,44,28,66,28,25,9,14,10,13,15,1
B. Youssouf,70,70,1,3,99,61,68,66,60,70,71,68,55,70,69,76,70,74,67,75,67,73,21,68,29,31,15,14,8,8,15,1
Grego Sierra,70,70,1,3,99,63,70,77,66,68,63,46,49,66,55,55,45,73,61,83,63,62,22,68,24,23,10,11,9,13,12,1
L. Filippini,70,70,1,3,66,57,72,73,56,69,64,56,55,63,69,70,37,77,70,78,69,47,30,58,32,23,11,7,7,9,9,1
J. Chapman,70,70,1,3,99,70,66,58,68,63,68,66,66,68,76,74,71,70,64,66,70,68,58,67,56,55,12,16,10,14,11,2
L. Verna,70,70,1,3,99,33,75,69,55,65,62,66,32,65,75,67,74,74,57,63,68,41,18,67,19,18,6,13,6,9,14,1
K. Shelton,70,70,1,3,99,44,71,68,63,64,70,67,50,75,64,62,67,74,65,72,70,36,19,73,24,21,11,10,12,11,13,1
B. Kamau,70,70,1,4,99,69,67,45,72,69,74,78,68,73,75,73,73,82,56,54,79,54,48,73,41,38,11,11,11,9,7,2
U. Nayir,50,70,1,2,66,29,15,53,45,20,29,21,42,40,50,52,52,29,46,54,12,58,43,24,52,48,10,6,6,8,13,3
Iván Márquez,51,70,1,2,99,30,16,47,35,30,21,29,27,30,50,53,49,39,60,60,20,46,56,38,56,51,14,9,8,8,8,3
N. Besler,50,70,1,2,99,30,49,46,52,43,46,46,41,45,63,60,52,49,55,55,46,25,18,60,12,10,12,11,6,13,6,1
E. Córdoba,51,70,1,2,66,27,24,42,32,25,20,21,26,36,61,60,52,35,60,58,17,41,53,38,57,51,12,12,14,15,7,3
S. Yesil,48,70,1,2,99,31,32,48,51,39,48,36,47,38,69,60,54,49,55,48,39,50,44,44,32,40,12,8,11,9,12,2
S. Lawson,51,70,1,3,99,29,52,53,41,30,46,30,28,50,70,67,56,46,57,51,49,34,11,56,15,19,12,7,13,6,9,1
D. Henry,70,70,1,1,99,12,11,11,29,12,12,13,24,24,30,24,35,23,30,44,12,34,14,32,18,12,68,68,66,69,68,4
A. Sandona,49,70,1,2,99,35,32,35,56,44,40,49,52,47,64,65,45,43,34,34,34,49,25,44,38,41,10,6,9,13,6,2
K. Osorio,49,70,1,2,99,28,24,43,37,21,35,25,35,30,61,56,63,35,53,65,16,49,51,35,51,47,13,5,13,11,9,3
C. Vergara,49,70,1,2,99,36,36,43,50,33,49,38,51,50,64,65,52,47,60,57,42,53,36,40,38,49,14,6,10,8,14,2
B. Kwiecie?,47,70,1,1,99,14,8,14,19,8,10,13,21,11,18,24,22,26,20,38,5,25,6,14,11,13,46,52,58,42,48,4
M. Heyer,70,70,1,1,99,10,13,13,20,10,13,13,11,19,44,44,49,12,37,73,15,45,23,18,14,16,69,68,68,71,70,4
T. Kanamori,52,70,1,2,99,34,33,48,55,44,54,40,51,50,76,75,64,52,64,61,34,50,46,43,52,50,6,12,12,6,7,2
E. Moreno,70,70,1,3,66,61,49,61,73,62,71,58,77,70,39,41,60,69,40,61,66,77,68,50,74,69,15,8,9,8,14,2
N. Neidhart,70,70,1,3,66,61,54,67,72,61,73,46,63,67,59,44,58,67,63,74,70,82,78,76,67,63,11,11,15,9,6,2
J. Martínez,70,70,2,1,99,9,12,16,38,14,11,11,33,25,39,39,62,39,23,62,18,26,21,23,14,12,66,72,69,75,69,4
O. Özdemir,52,70,1,2,99,39,38,42,48,38,47,38,54,52,67,69,64,51,71,59,39,52,46,34,44,46,5,12,12,7,11,2
Alberto Varo,52,70,1,2,99,29,54,49,52,35,49,37,26,52,74,69,53,50,58,39,48,26,18,55,15,18,12,6,6,10,7,1
T. Nishimura,53,70,1,1,99,13,7,14,28,9,12,12,21,14,15,20,25,20,18,63,8,27,12,10,14,12,52,57,50,45,58,4
A. Parmak,53,70,1,2,99,40,22,50,32,28,48,23,28,45,72,70,40,33,58,60,24,49,52,36,57,52,14,14,9,7,6,3
M. Cebula,52,70,1,1,99,14,7,12,14,7,6,13,21,12,28,31,38,21,18,53,7,28,11,18,11,11,52,54,55,49,56,4
L. Gonnelli,53,70,1,2,99,28,53,51,39,32,54,36,34,46,68,63,69,51,53,47,46,68,11,41,12,13,10,9,6,11,12,1
P. Ceccaroni,53,70,1,3,99,46,46,22,45,28,58,35,33,56,75,75,65,41,48,38,38,22,18,44,16,10,12,13,13,11,10,2
B. Touré,53,70,1,2,99,54,54,40,47,48,56,42,34,53,69,65,74,44,45,38,33,33,24,55,29,29,11,14,12,6,10,2
A. Camigliano,52,70,1,2,99,40,32,47,56,41,50,38,55,52,69,66,51,52,55,51,35,58,42,41,48,52,7,9,6,12,14,2
M. Seegert,53,70,1,2,99,51,22,22,55,22,55,30,29,49,69,66,65,29,52,42,28,47,52,35,54,49,13,6,5,14,9,3
J. Hamilton,52,70,1,2,99,45,45,39,42,41,54,41,43,55,65,66,66,53,55,38,41,40,21,53,34,31,6,12,12,12,5,2
I. Juki?,54,70,1,2,99,44,25,43,47,29,47,35,32,52,72,73,71,31,51,41,33,45,52,32,56,51,13,14,8,14,7,3
D. Potts,53,70,1,2,99,43,34,46,59,41,51,39,56,56,68,67,62,52,54,55,39,52,44,38,43,44,10,13,9,14,7,2
M. Faško,53,70,1,1,99,13,16,20,25,11,19,14,19,24,34,34,32,16,25,43,14,26,13,27,19,20,57,49,46,49,53,4
O. Fane,53,70,1,2,99,29,19,48,31,29,24,28,31,29,55,55,43,37,54,65,19,50,56,33,56,57,10,11,10,13,14,3
F. Rawson,54,70,1,2,66,24,23,48,34,29,21,31,28,38,62,61,51,40,68,61,33,49,58,36,57,52,12,5,9,15,8,3
C. Greger,55,70,1,1,99,11,9,13,28,7,12,13,17,18,26,15,39,24,22,40,8,25,8,13,14,13,54,51,50,53,59,4
A. Al Shammari,54,70,1,3,99,40,51,40,47,37,53,46,42,50,83,85,84,51,49,46,41,61,23,37,31,29,13,9,14,12,14,2
T. James,58,70,1,1,99,14,5,10,20,9,6,11,25,12,28,24,37,17,16,49,5,23,9,17,14,12,61,59,60,52,58,4
